Check ID,Status,Severity,Weight,Details,Remediation,Timestamp
2.1.5,WARN,HIGH,1,default/nginx-bf5d5cf98-p5lww:nginx; default/test-pod:test-pod; kube-system/etcd-kind-control-plane:etcd; kube-system/kindnet-6zcqv:kindnet-cni; kube-system/kindnet-jgg68:kindnet-cni; kube-system/kindnet-t62ln:kindnet-cni; kube-system/kube-apiserver-kind-control-plane:kube-apiserver; kube-system/kube-controller-manager-kind-control-plane:kube-controller-manager; kube-system/kube-proxy-455st:kube-proxy; kube-system/kube-proxy-7tg46:kube-proxy; kube-system/kube-proxy-rwzvg:kube-proxy; kube-system/kube-scheduler-kind-control-plane:kube-scheduler; local-path-storage/local-path-provisioner-988d74bc-4kg4t:local-path-provisioner; minio/minio-operator-5d8f5d6646-9pxfr:operator; minio/minio-operator-5d8f5d6646-9vcdc:operator; monitoring/kube-prometheus-stack-grafana-649b77f6f9-57smr:grafana-sc-dashboard; monitoring/kube-prometheus-stack-grafana-649b77f6f9-57smr:grafana-sc-datasources; monitoring/kube-prometheus-stack-grafana-649b77f6f9-57smr:grafana; monitoring/kube-prometheus-stack-kube-state-metrics-5f454f8889-x989q:kube-state-metrics; project-c13/pod-no-priority:pod-no-priority; project-h800/03db-5db5bdd885-c4q4z:nginx,Set securityContext.readOnlyRootFilesystem=true for all containers.,2026-01-19T15:54:45+05:00
2.2.2,WARN,WARN,1,default/nginx-bf5d5cf98-p5lww; default/test-pod; kube-system/etcd-kind-control-plane; kube-system/kube-apiserver-kind-control-plane; kube-system/kube-controller-manager-kind-control-plane; kube-system/kube-scheduler-kind-control-plane; project-c13/pod-no-priority; project-h800/03db-5db5bdd885-c4q4z,Use a dedicated ServiceAccount for each application.,2026-01-19T15:54:45+05:00
2.2.3,WARN,MEDIUM,1,default/nginx-bf5d5cf98-p5lww:nginx; default/test-pod:test-pod; kube-system/kindnet-6zcqv:kindnet-cni; kube-system/kindnet-jgg68:kindnet-cni; kube-system/kindnet-t62ln:kindnet-cni; kube-system/kube-proxy-455st:kube-proxy; kube-system/kube-proxy-7tg46:kube-proxy; kube-system/kube-proxy-rwzvg:kube-proxy; local-path-storage/local-path-provisioner-988d74bc-4kg4t:local-path-provisioner; minio/minio-operator-5d8f5d6646-9pxfr:operator; minio/minio-operator-5d8f5d6646-9vcdc:operator; monitoring/alertmanager-kube-prometheus-stack-alertmanager-0:config-reloader; monitoring/kube-prometheus-stack-grafana-649b77f6f9-57smr:grafana-sc-dashboard; monitoring/kube-prometheus-stack-grafana-649b77f6f9-57smr:grafana-sc-datasources; monitoring/kube-prometheus-stack-operator-6f6c8f9cb4-v9q8p:kube-prometheus-stack; monitoring/prometheus-kube-prometheus-stack-prometheus-0:config-reloader; project-c13/pod-no-priority:pod-no-priority; project-h800/03db-5db5bdd885-c4q4z:nginx,Configure livenessProbe for all containers to detect and restart unhealthy containers.,2026-01-19T15:54:45+05:00
2.2.1,WARN,WARN,1,default/nginx-bf5d5cf98-p5lww; default/test-pod; kube-system/etcd-kind-control-plane; kube-system/kube-apiserver-kind-control-plane; kube-system/kube-controller-manager-kind-control-plane; kube-system/kube-proxy-455st; kube-system/kube-proxy-7tg46; kube-system/kube-proxy-rwzvg; kube-system/kube-scheduler-kind-control-plane; kube-system/metrics-server-7fbfbcc44c-g98ms; local-path-storage/local-path-provisioner-988d74bc-4kg4t; minio/minio-operator-5d8f5d6646-9pxfr; minio/minio-operator-5d8f5d6646-9vcdc; monitoring/alertmanager-kube-prometheus-stack-alertmanager-0; monitoring/kube-prometheus-stack-grafana-649b77f6f9-57smr; monitoring/kube-prometheus-stack-kube-state-metrics-5f454f8889-x989q; monitoring/kube-prometheus-stack-prometheus-node-exporter-8nlqg; monitoring/kube-prometheus-stack-prometheus-node-exporter-cjp85; monitoring/kube-prometheus-stack-prometheus-node-exporter-zc6nx; monitoring/prometheus-kube-prometheus-stack-prometheus-0; project-c13/pod-no-priority; project-h800/03db-5db5bdd885-c4q4z,Define CPU/memory requests and limits in pod specs.,2026-01-19T15:54:45+05:00
2.1.6,WARN,HIGH,1,kube-system/kindnet-6zcqv:kindnet-cni (NET_ADMIN); kube-system/kindnet-jgg68:kindnet-cni (NET_ADMIN); kube-system/kindnet-t62ln:kindnet-cni (NET_ADMIN),"Drop ALL capabilities and add only required ones. Avoid adding dangerous capabilities like SYS_ADMIN, NET_ADMIN.",2026-01-19T15:54:46+05:00
2.1.7,PASS,CRITICAL,2,,Use secretKeyRef or mounted secrets instead of plain environment variables for sensitive data.,2026-01-19T15:54:46+05:00
2.1.4,WARN,MEDIUM,1,default/nginx-bf5d5cf98-p5lww:nginx; default/test-pod:test-pod; project-h800/03db-5db5bdd885-c4q4z:nginx,Set imagePullPolicy to 'IfNotPresent' or 'Never' instead of 'Always' to prevent unnecessary image pulls.,2026-01-19T15:54:46+05:00
2.1.3,FAIL,CRITICAL,1,kube-system/etcd-kind-control-plane; kube-system/kindnet-6zcqv; kube-system/kindnet-jgg68; kube-system/kindnet-t62ln; kube-system/kube-apiserver-kind-control-plane; kube-system/kube-controller-manager-kind-control-plane; kube-system/kube-proxy-455st; kube-system/kube-proxy-7tg46; kube-system/kube-proxy-rwzvg; kube-system/kube-scheduler-kind-control-plane; monitoring/kube-prometheus-stack-prometheus-node-exporter-8nlqg; monitoring/kube-prometheus-stack-prometheus-node-exporter-cjp85; monitoring/kube-prometheus-stack-prometheus-node-exporter-zc6nx,Avoid using hostPath volumes unless absolutely necessary.,2026-01-19T15:54:46+05:00
2.1.1,FAIL,CRITICAL,2,default/nginx-bf5d5cf98-p5lww; default/test-pod; kube-system/etcd-kind-control-plane; kube-system/kube-apiserver-kind-control-plane; kube-system/kube-controller-manager-kind-control-plane; kube-system/kube-scheduler-kind-control-plane; local-path-storage/local-path-provisioner-988d74bc-4kg4t; monitoring/kube-prometheus-stack-grafana-649b77f6f9-57smr; project-c13/pod-no-priority; project-h800/03db-5db5bdd885-c4q4z,Set securityContext.runAsNonRoot=true for all containers and avoid runAsUser=0.,2026-01-19T15:54:47+05:00
1.1.8,PASS,HIGH,2,,Review ServiceAccount bindings and remove cluster-admin bindings. Use least privilege roles for ServiceAccounts.,2026-01-19T15:54:50+05:00
4.2.1,FAIL,MEDIUM,1,"Namespace 'api-gateway-prod' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'api-gateway-prod'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: api-gateway-prod
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'api-gateway-prod' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'api-gateway-prod' to limit resource consumption. Example: kubectl create quota api-gateway-prod-quota --hard=cpu=2,memory=4Gi --namespace=api-gateway-prod; Namespace 'api-gateway-prod' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'api-gateway-prod' to enforce default resource limits. Example: kubectl create limitrange api-gateway-prod-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=api-gateway-prod; Namespace 'api-gateway-staging' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'api-gateway-staging'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: api-gateway-staging
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'api-gateway-staging' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'api-gateway-staging' to limit resource consumption. Example: kubectl create quota api-gateway-staging-quota --hard=cpu=2,memory=4Gi --namespace=api-gateway-staging; Namespace 'api-gateway-staging' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'api-gateway-staging' to enforce default resource limits. Example: kubectl create limitrange api-gateway-staging-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=api-gateway-staging; Namespace 'default' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'default'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: default
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'default' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'default' to limit resource consumption. Example: kubectl create quota default-quota --hard=cpu=2,memory=4Gi --namespace=default; Namespace 'default' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'default' to enforce default resource limits. Example: kubectl create limitrange default-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=default; Namespace 'gatekeeper-system' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'gatekeeper-system'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: gatekeeper-system
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'gatekeeper-system' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'gatekeeper-system' to enforce default resource limits. Example: kubectl create limitrange gatekeeper-system-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=gatekeeper-system; Namespace 'local-path-storage' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'local-path-storage'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: local-path-storage
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'local-path-storage' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'local-path-storage' to limit resource consumption. Example: kubectl create quota local-path-storage-quota --hard=cpu=2,memory=4Gi --namespace=local-path-storage; Namespace 'local-path-storage' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'local-path-storage' to enforce default resource limits. Example: kubectl create limitrange local-path-storage-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=local-path-storage; Namespace 'minio' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'minio'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: minio
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'minio' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'minio' to limit resource consumption. Example: kubectl create quota minio-quota --hard=cpu=2,memory=4Gi --namespace=minio; Namespace 'minio' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'minio' to enforce default resource limits. Example: kubectl create limitrange minio-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=minio; Namespace 'monitoring' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'monitoring'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: monitoring
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'monitoring' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'monitoring' to limit resource consumption. Example: kubectl create quota monitoring-quota --hard=cpu=2,memory=4Gi --namespace=monitoring; Namespace 'monitoring' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'monitoring' to enforce default resource limits. Example: kubectl create limitrange monitoring-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=monitoring; Namespace 'project-c13' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'project-c13'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: project-c13
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'project-c13' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'project-c13' to limit resource consumption. Example: kubectl create quota project-c13-quota --hard=cpu=2,memory=4Gi --namespace=project-c13; Namespace 'project-c13' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'project-c13' to enforce default resource limits. Example: kubectl create limitrange project-c13-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=project-c13; Namespace 'project-h800' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'project-h800'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: project-h800
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'project-h800' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'project-h800' to limit resource consumption. Example: kubectl create quota project-h800-quota --hard=cpu=2,memory=4Gi --namespace=project-h800; Namespace 'project-h800' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'project-h800' to enforce default resource limits. Example: kubectl create limitrange project-h800-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=project-h800; Namespace 'project-r500' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'project-r500'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: project-r500
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'project-r500' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'project-r500' to limit resource consumption. Example: kubectl create quota project-r500-quota --hard=cpu=2,memory=4Gi --namespace=project-r500; Namespace 'project-r500' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'project-r500' to enforce default resource limits. Example: kubectl create limitrange project-r500-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=project-r500; Namespace 'project-swan' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'project-swan'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: project-swan
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'project-swan' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'project-swan' to limit resource consumption. Example: kubectl create quota project-swan-quota --hard=cpu=2,memory=4Gi --namespace=project-swan; Namespace 'project-swan' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'project-swan' to enforce default resource limits. Example: kubectl create limitrange project-swan-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=project-swan",Create ResourceQuotas and LimitRanges for all namespaces to prevent resource exhaustion.,2026-01-19T15:54:51+05:00
4.1.1,FAIL,HIGH,2,"Namespace 'api-gateway-prod' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'api-gateway-prod'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: api-gateway-prod
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'api-gateway-prod' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'api-gateway-prod' to limit resource consumption. Example: kubectl create quota api-gateway-prod-quota --hard=cpu=2,memory=4Gi --namespace=api-gateway-prod; Namespace 'api-gateway-prod' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'api-gateway-prod' to enforce default resource limits. Example: kubectl create limitrange api-gateway-prod-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=api-gateway-prod; Namespace 'api-gateway-staging' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'api-gateway-staging'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: api-gateway-staging
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'api-gateway-staging' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'api-gateway-staging' to limit resource consumption. Example: kubectl create quota api-gateway-staging-quota --hard=cpu=2,memory=4Gi --namespace=api-gateway-staging; Namespace 'api-gateway-staging' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'api-gateway-staging' to enforce default resource limits. Example: kubectl create limitrange api-gateway-staging-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=api-gateway-staging; Namespace 'default' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'default'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: default
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'default' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'default' to limit resource consumption. Example: kubectl create quota default-quota --hard=cpu=2,memory=4Gi --namespace=default; Namespace 'default' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'default' to enforce default resource limits. Example: kubectl create limitrange default-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=default; Namespace 'gatekeeper-system' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'gatekeeper-system'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: gatekeeper-system
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'gatekeeper-system' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'gatekeeper-system' to enforce default resource limits. Example: kubectl create limitrange gatekeeper-system-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=gatekeeper-system; Namespace 'local-path-storage' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'local-path-storage'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: local-path-storage
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'local-path-storage' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'local-path-storage' to limit resource consumption. Example: kubectl create quota local-path-storage-quota --hard=cpu=2,memory=4Gi --namespace=local-path-storage; Namespace 'local-path-storage' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'local-path-storage' to enforce default resource limits. Example: kubectl create limitrange local-path-storage-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=local-path-storage; Namespace 'minio' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'minio'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: minio
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'minio' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'minio' to limit resource consumption. Example: kubectl create quota minio-quota --hard=cpu=2,memory=4Gi --namespace=minio; Namespace 'minio' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'minio' to enforce default resource limits. Example: kubectl create limitrange minio-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=minio; Namespace 'monitoring' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'monitoring'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: monitoring
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'monitoring' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'monitoring' to limit resource consumption. Example: kubectl create quota monitoring-quota --hard=cpu=2,memory=4Gi --namespace=monitoring; Namespace 'monitoring' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'monitoring' to enforce default resource limits. Example: kubectl create limitrange monitoring-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=monitoring; Namespace 'project-c13' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'project-c13'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: project-c13
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'project-c13' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'project-c13' to limit resource consumption. Example: kubectl create quota project-c13-quota --hard=cpu=2,memory=4Gi --namespace=project-c13; Namespace 'project-c13' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'project-c13' to enforce default resource limits. Example: kubectl create limitrange project-c13-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=project-c13; Namespace 'project-h800' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'project-h800'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: project-h800
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'project-h800' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'project-h800' to limit resource consumption. Example: kubectl create quota project-h800-quota --hard=cpu=2,memory=4Gi --namespace=project-h800; Namespace 'project-h800' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'project-h800' to enforce default resource limits. Example: kubectl create limitrange project-h800-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=project-h800; Namespace 'project-r500' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'project-r500'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: project-r500
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'project-r500' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'project-r500' to limit resource consumption. Example: kubectl create quota project-r500-quota --hard=cpu=2,memory=4Gi --namespace=project-r500; Namespace 'project-r500' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'project-r500' to enforce default resource limits. Example: kubectl create limitrange project-r500-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=project-r500; Namespace 'project-swan' does not have any NetworkPolicies configured. This allows unrestricted network traffic between pods. Remediation: Create default-deny NetworkPolicy for namespace 'project-swan'. Example: kubectl apply -f - <<EOF
apiVersion: networking.k8s.io/v1
kind: NetworkPolicy
metadata:
  name: default-deny
  namespace: project-swan
spec:
  podSelector: {}
  policyTypes:
  - Ingress
  - Egress
EOF; Namespace 'project-swan' does not have ResourceQuota configured. This can lead to resource exhaustion. Remediation: Create ResourceQuota for namespace 'project-swan' to limit resource consumption. Example: kubectl create quota project-swan-quota --hard=cpu=2,memory=4Gi --namespace=project-swan; Namespace 'project-swan' does not have LimitRange configured. Containers can be created without resource limits. Remediation: Create LimitRange for namespace 'project-swan' to enforce default resource limits. Example: kubectl create limitrange project-swan-limits --default-request=cpu=100m,memory=128Mi --default=cpu=500m,memory=512Mi --namespace=project-swan",Create default-deny NetworkPolicies for all namespaces. Also configure ResourceQuotas and LimitRanges for proper namespace isolation.,2026-01-19T15:54:51+05:00
